run,step,episodes_since_last,wins_since_last,reward_mean,win_rate,total_steps
curriculum_w2_mix_125,98,200,59,0.439,0.295,125
curriculum_w2_mix_125,99,219,48,0.37534246575342467,0.2191780821917808,125
curriculum_w2_mix_125,100,191,62,0.4513089005235602,0.32460732984293195,125
curriculum_w2_mix_125,101,223,53,0.3883408071748879,0.23766816143497757,125
curriculum_w2_mix_125,102,177,33,0.327683615819209,0.1864406779661017,125
curriculum_w2_mix_125,103,193,48,0.4062176165803109,0.24870466321243523,125
curriculum_w2_mix_125,104,212,63,0.46320754716981133,0.2971698113207547,125
curriculum_w2_mix_125,105,206,51,0.43786407766990293,0.24757281553398058,125
curriculum_w2_mix_125,106,191,39,0.3801047120418848,0.20418848167539266,125
curriculum_w2_mix_125,107,188,46,0.4117021276595745,0.24468085106382978,125
curriculum_w2_mix_125,108,200,61,0.445,0.305,125
curriculum_w2_mix_125,109,199,52,0.4311557788944724,0.2613065326633166,125
curriculum_w2_mix_125,110,205,36,0.36780487804878054,0.17560975609756097,125
curriculum_w2_mix_125,111,233,45,0.3854077253218884,0.19313304721030042,125
curriculum_w2_mix_125,112,195,38,0.3928205128205128,0.19487179487179487,125
curriculum_w2_mix_125,113,198,41,0.3929292929292929,0.20707070707070707,125
curriculum_w2_mix_125,114,205,49,0.3668292682926829,0.23902439024390243,125
curriculum_w2_mix_125,115,209,54,0.4028708133971292,0.2583732057416268,125
curriculum_w2_mix_125,116,205,46,0.36780487804878054,0.22439024390243903,125
curriculum_w2_mix_125,117,204,49,0.38627450980392153,0.24019607843137256,125
curriculum_w2_mix_125,118,208,35,0.36826923076923074,0.16826923076923078,125
curriculum_w2_mix_125,119,203,54,0.4187192118226601,0.2660098522167488,125
curriculum_w2_mix_125,120,209,50,0.4296650717703349,0.23923444976076555,125
curriculum_w2_mix_125,121,200,36,0.324,0.18,125
curriculum_w2_mix_125,122,202,62,0.4643564356435643,0.3069306930693069,125
curriculum_w2_mix_125,123,202,45,0.38712871287128714,0.22277227722772278,125
curriculum_w2_mix_125,124,229,45,0.3502183406113537,0.1965065502183406,125
uniform_w1_200_opt,0,184,37,0.31413043478260866,0.20108695652173914,200
uniform_w1_200_opt,1,216,59,0.387037037037037,0.27314814814814814,200
uniform_w1_200_opt,2,195,41,0.31179487179487175,0.21025641025641026,200
uniform_w1_200_opt,3,206,35,0.30388349514563107,0.16990291262135923,200
uniform_w1_200_opt,4,197,33,0.283248730964467,0.16751269035532995,200
uniform_w1_200_opt,5,219,45,0.28858447488584477,0.2054794520547945,200
uniform_w1_200_opt,6,202,55,0.40594059405940597,0.2722772277227723,200
uniform_w1_200_opt,7,216,26,0.26296296296296295,0.12037037037037036,200
uniform_w1_200_opt,8,225,36,0.25333333333333335,0.16,200
uniform_w1_200_opt,9,207,45,0.3555555555555555,0.21739130434782608,200
uniform_w1_200_opt,10,194,41,0.3288659793814433,0.211340206185567,200
uniform_w1_200_opt,11,186,43,0.32365591397849464,0.23118279569892472,200
uniform_w1_200_opt,12,194,30,0.2649484536082474,0.15463917525773196,200
uniform_w1_200_opt,13,211,37,0.3023696682464455,0.17535545023696683,200
uniform_w1_200_opt,14,179,33,0.28938547486033517,0.18435754189944134,200
uniform_w1_200_opt,15,203,54,0.37241379310344824,0.2660098522167488,200
uniform_w1_200_opt,16,212,56,0.38207547169811323,0.2641509433962264,200
uniform_w1_200_opt,17,228,39,0.2736842105263158,0.17105263157894737,200
uniform_w1_200_opt,18,181,35,0.30939226519337015,0.19337016574585636,200
uniform_w1_200_opt,19,209,47,0.3397129186602871,0.22488038277511962,200
uniform_w1_200_opt,20,207,63,0.4067632850241546,0.30434782608695654,200
uniform_w1_200_opt,21,203,53,0.3665024630541872,0.26108374384236455,200
uniform_w1_200_opt,22,210,32,0.27714285714285714,0.1523809523809524,200
uniform_w1_200_opt,23,220,51,0.3336363636363637,0.2318181818181818,200
uniform_w1_200_opt,24,228,54,0.3333333333333333,0.23684210526315788,200
uniform_w1_200_opt,25,195,50,0.3630769230769231,0.2564102564102564,200
uniform_w1_200_opt,26,190,45,0.3547368421052632,0.23684210526315788,200
uniform_w1_200_opt,27,210,36,0.32,0.17142857142857143,200
uniform_w1_200_opt,28,219,48,0.30228310502283107,0.2191780821917808,200
uniform_w1_200_opt,29,165,29,0.32,0.17575757575757575,200
uniform_w1_200_opt,30,225,54,0.36444444444444446,0.24,200
uniform_w1_200_opt,31,222,32,0.28378378378378377,0.14414414414414414,200
uniform_w1_200_opt,32,175,40,0.3177142857142857,0.22857142857142856,200
uniform_w1_200_opt,33,210,39,0.2657142857142857,0.18571428571428572,200
uniform_w1_200_opt,34,206,40,0.36213592233009706,0.1941747572815534,200
uniform_w1_200_opt,35,197,47,0.3441624365482233,0.23857868020304568,200
uniform_w1_200_opt,36,177,44,0.3706214689265536,0.24858757062146894,200
uniform_w1_200_opt,37,211,33,0.3014218009478673,0.15639810426540285,200
uniform_w1_200_opt,38,199,40,0.29949748743718596,0.20100502512562815,200
uniform_w1_200_opt,39,192,33,0.32708333333333334,0.171875,200
uniform_w1_200_opt,40,189,46,0.3291005291005291,0.24338624338624337,200
uniform_w1_200_opt,41,185,40,0.3567567567567568,0.21621621621621623,200
uniform_w1_200_opt,42,195,49,0.34051282051282056,0.2512820512820513,200
uniform_w1_200_opt,43,190,26,0.27052631578947367,0.1368421052631579,200
uniform_w1_200_opt,44,219,50,0.39543378995433787,0.228310502283105,200
uniform_w1_200_opt,45,197,48,0.3461928934010152,0.2436548223350254,200
uniform_w1_200_opt,46,217,55,0.34838709677419355,0.2534562211981567,200
uniform_w1_200_opt,47,210,51,0.39809523809523806,0.24285714285714285,200
uniform_w1_200_opt,48,218,47,0.37064220183486235,0.21559633027522937,200
uniform_w1_200_opt,49,249,47,0.27871485943775104,0.18875502008032127,200
uniform_w1_200_opt,50,215,50,0.3702325581395349,0.23255813953488372,200
uniform_w1_200_opt,51,209,51,0.3444976076555024,0.24401913875598086,200
uniform_w1_200_opt,52,204,50,0.36372549019607847,0.24509803921568626,200
uniform_w1_200_opt,53,206,44,0.35436893203883496,0.21359223300970873,200
uniform_w1_200_opt,54,183,42,0.3693989071038251,0.22950819672131148,200
uniform_w1_200_opt,55,195,53,0.4225641025641026,0.2717948717948718,200
uniform_w1_200_opt,56,217,46,0.35391705069124424,0.2119815668202765,200
uniform_w1_200_opt,57,221,46,0.34841628959276016,0.2081447963800905,200
uniform_w1_200_opt,58,219,48,0.36803652968036527,0.2191780821917808,200
uniform_w1_200_opt,59,206,41,0.36019417475728155,0.19902912621359223,200
uniform_w1_200_opt,60,212,40,0.3481132075471698,0.18867924528301888,200
uniform_w1_200_opt,61,218,60,0.3917431192660551,0.27522935779816515,200
uniform_w1_200_opt,62,185,36,0.34378378378378377,0.1945945945945946,200
uniform_w1_200_opt,63,187,44,0.388235294117647,0.23529411764705882,200
uniform_w1_200_opt,64,197,46,0.41319796954314725,0.233502538071066,200
uniform_w1_200_opt,65,198,58,0.4313131313131313,0.29292929292929293,200
uniform_w1_200_opt,66,217,63,0.4313364055299539,0.2903225806451613,200
uniform_w1_200_opt,67,227,49,0.3726872246696035,0.21585903083700442,200
uniform_w1_200_opt,68,217,37,0.3456221198156682,0.17050691244239632,200
uniform_w1_200_opt,69,183,46,0.4273224043715847,0.25136612021857924,200
uniform_w1_200_opt,70,212,70,0.5037735849056604,0.330188679245283,200
uniform_w1_200_opt,71,199,41,0.35376884422110555,0.20603015075376885,200
uniform_w1_200_opt,72,189,45,0.41904761904761906,0.23809523809523808,200
uniform_w1_200_opt,73,211,49,0.35450236966824644,0.23222748815165878,200
uniform_w1_200_opt,74,215,53,0.39627906976744187,0.24651162790697675,200
uniform_w1_200_opt,75,188,38,0.3914893617021276,0.20212765957446807,200
uniform_w1_200_opt,76,206,47,0.41262135922330095,0.22815533980582525,200
uniform_w1_200_opt,77,201,55,0.4427860696517413,0.2736318407960199,200
uniform_w1_200_opt,78,199,55,0.457286432160804,0.27638190954773867,200
uniform_w1_200_opt,79,180,62,0.5088888888888888,0.34444444444444444,200
uniform_w1_200_opt,80,212,41,0.3943396226415094,0.19339622641509435,200
uniform_w1_200_opt,81,193,37,0.3844559585492228,0.19170984455958548,200
uniform_w1_200_opt,82,198,54,0.4363636363636364,0.2727272727272727,200
uniform_w1_200_opt,83,212,51,0.42924528301886794,0.24056603773584906,200
uniform_w1_200_opt,84,216,56,0.46296296296296297,0.25925925925925924,200
uniform_w1_200_opt,85,202,54,0.48415841584158414,0.26732673267326734,200
uniform_w1_200_opt,86,204,44,0.39509803921568626,0.21568627450980393,200
uniform_w1_200_opt,87,187,40,0.4449197860962567,0.21390374331550802,200
uniform_w1_200_opt,88,214,65,0.45981308411214955,0.3037383177570093,200
uniform_w1_200_opt,89,194,52,0.45567010309278355,0.26804123711340205,200
uniform_w1_200_opt,90,213,55,0.49014084507042255,0.25821596244131456,200
uniform_w1_200_opt,91,186,60,0.5279569892473118,0.3225806451612903,200
uniform_w1_200_opt,92,207,54,0.4647342995169082,0.2608695652173913,200
uniform_w1_200_opt,93,198,65,0.5131313131313131,0.3282828282828283,200
uniform_w1_200_opt,94,189,54,0.5216931216931217,0.2857142857142857,200
uniform_w1_200_opt,95,209,48,0.4574162679425838,0.22966507177033493,200
uniform_w1_200_opt,96,175,45,0.504,0.2571428571428571,200
uniform_w1_200_opt,97,210,40,0.440952380952381,0.19047619047619047,200
uniform_w1_200_opt,98,226,61,0.4929203539823009,0.26991150442477874,200
uniform_w1_200_opt,99,246,62,0.4447154471544716,0.25203252032520324,200
uniform_w1_200_opt,100,198,61,0.5323232323232323,0.30808080808080807,200
uniform_w1_200_opt,101,194,54,0.5309278350515464,0.27835051546391754,200
uniform_w1_200_opt,102,214,70,0.5448598130841122,0.32710280373831774,200
uniform_w1_200_opt,103,203,58,0.5330049261083744,0.2857142857142857,200
uniform_w1_200_opt,104,198,67,0.5565656565656566,0.3383838383838384,200
uniform_w1_200_opt,105,187,59,0.5657754010695187,0.3155080213903743,200
uniform_w1_200_opt,106,201,51,0.5034825870646766,0.2537313432835821,200
uniform_w1_200_opt,107,222,72,0.5657657657657658,0.32432432432432434,200
uniform_w1_200_opt,108,191,68,0.5717277486910995,0.35602094240837695,200
uniform_w1_200_opt,109,197,41,0.49238578680203043,0.20812182741116753,200
uniform_w1_200_opt,110,196,70,0.5877551020408164,0.35714285714285715,200
uniform_w1_200_opt,111,204,52,0.5176470588235295,0.2549019607843137,200
uniform_w1_200_opt,112,202,51,0.5336633663366337,0.2524752475247525,200
uniform_w1_200_opt,113,182,54,0.5395604395604395,0.2967032967032967,200
uniform_w1_200_opt,114,204,67,0.5715686274509805,0.3284313725490196,200
uniform_w1_200_opt,115,177,53,0.5491525423728814,0.2994350282485876,200
uniform_w1_200_opt,116,197,55,0.5238578680203045,0.27918781725888325,200
uniform_w1_200_opt,117,232,75,0.5594827586206897,0.3232758620689655,200
uniform_w1_200_opt,118,188,44,0.4925531914893618,0.23404255319148937,200
uniform_w1_200_opt,119,199,67,0.5778894472361809,0.33668341708542715,200
uniform_w1_200_opt,120,228,54,0.5035087719298246,0.23684210526315788,200
uniform_w1_200_opt,121,207,78,0.6077294685990338,0.37681159420289856,200
uniform_w1_200_opt,122,186,67,0.6021505376344086,0.3602150537634409,200
uniform_w1_200_opt,123,204,75,0.5794117647058824,0.36764705882352944,200
uniform_w1_200_opt,124,206,61,0.5223300970873787,0.2961165048543689,200
uniform_w1_200_opt,125,212,61,0.5462264150943396,0.28773584905660377,200
uniform_w1_200_opt,126,180,52,0.5377777777777778,0.28888888888888886,200
uniform_w1_200_opt,127,205,72,0.5599999999999999,0.35121951219512193,200
uniform_w1_200_opt,128,178,52,0.550561797752809,0.29213483146067415,200
uniform_w1_200_opt,129,224,63,0.54375,0.28125,200
uniform_w1_200_opt,130,219,72,0.5799086757990868,0.3287671232876712,200
uniform_w1_200_opt,131,189,55,0.5407407407407407,0.291005291005291,200
uniform_w1_200_opt,132,196,51,0.5357142857142857,0.2602040816326531,200
uniform_w1_200_opt,133,209,57,0.522488038277512,0.2727272727272727,200
uniform_w1_200_opt,134,205,57,0.5404878048780488,0.2780487804878049,200
uniform_w1_200_opt,135,204,57,0.5245098039215687,0.27941176470588236,200
uniform_w1_200_opt,136,202,62,0.5554455445544555,0.3069306930693069,200
uniform_w1_200_opt,137,192,77,0.6218750000000001,0.4010416666666667,200
uniform_w1_200_opt,138,223,88,0.6062780269058295,0.39461883408071746,200
uniform_w1_200_opt,139,193,46,0.4994818652849741,0.23834196891191708,200
uniform_w1_200_opt,140,190,60,0.5536842105263158,0.3157894736842105,200
uniform_w1_200_opt,141,210,63,0.5466666666666666,0.3,200
uniform_w1_200_opt,142,190,52,0.5389473684210526,0.2736842105263158,200
uniform_w1_200_opt,143,215,56,0.5330232558139535,0.26046511627906976,200
uniform_w1_200_opt,144,187,61,0.5668449197860963,0.32620320855614976,200
uniform_w1_200_opt,145,217,72,0.5741935483870968,0.3317972350230415,200
uniform_w1_200_opt,146,181,66,0.5933701657458564,0.36464088397790057,200
uniform_w1_200_opt,147,207,62,0.5584541062801933,0.2995169082125604,200
uniform_w1_200_opt,148,209,64,0.5617224880382775,0.3062200956937799,200
uniform_w1_200_opt,149,213,73,0.5624413145539906,0.3427230046948357,200
uniform_w1_200_opt,150,196,69,0.5775510204081633,0.3520408163265306,200
uniform_w1_200_opt,151,212,71,0.5641509433962264,0.33490566037735847,200
uniform_w1_200_opt,152,177,57,0.5649717514124294,0.3220338983050847,200
uniform_w1_200_opt,153,187,65,0.5721925133689839,0.34759358288770054,200
uniform_w1_200_opt,154,192,54,0.525,0.28125,200
uniform_w1_200_opt,155,214,56,0.5149532710280375,0.2616822429906542,200
uniform_w1_200_opt,156,233,64,0.5244635193133047,0.27467811158798283,200
uniform_w1_200_opt,157,209,57,0.5272727272727273,0.2727272727272727,200
uniform_w1_200_opt,158,192,52,0.5114583333333333,0.2708333333333333,200
uniform_w1_200_opt,159,208,69,0.5644230769230769,0.3317307692307692,200
uniform_w1_200_opt,160,190,52,0.5294736842105263,0.2736842105263158,200
uniform_w1_200_opt,161,214,79,0.5757009345794393,0.3691588785046729,200
uniform_w1_200_opt,162,193,70,0.5834196891191711,0.3626943005181347,200
uniform_w1_200_opt,163,215,67,0.5413953488372093,0.3116279069767442,200
uniform_w1_200_opt,164,222,66,0.5513513513513514,0.2972972972972973,200
uniform_w1_200_opt,165,215,56,0.52,0.26046511627906976,200
uniform_w1_200_opt,166,178,51,0.5325842696629214,0.28651685393258425,200
uniform_w1_200_opt,167,194,59,0.5597938144329897,0.30412371134020616,200
uniform_w1_200_opt,168,208,70,0.5701923076923078,0.33653846153846156,200
uniform_w1_200_opt,169,205,70,0.5834146341463415,0.34146341463414637,200
uniform_w1_200_opt,170,202,51,0.5267326732673268,0.2524752475247525,200
uniform_w1_200_opt,171,219,72,0.5662100456621004,0.3287671232876712,200
uniform_w1_200_opt,172,218,68,0.5541284403669725,0.3119266055045872,200
uniform_w1_200_opt,173,198,50,0.5222222222222223,0.25252525252525254,200
uniform_w1_200_opt,174,216,61,0.4916666666666667,0.2824074074074074,200
uniform_w1_200_opt,175,187,58,0.5508021390374331,0.31016042780748665,200
uniform_w1_200_opt,176,193,64,0.5792746113989637,0.3316062176165803,200
uniform_w1_200_opt,177,200,60,0.553,0.3,200
uniform_w1_200_opt,178,173,58,0.5630057803468208,0.3352601156069364,200
uniform_w1_200_opt,179,192,58,0.5458333333333333,0.3020833333333333,200
uniform_w1_200_opt,180,194,50,0.511340206185567,0.25773195876288657,200
uniform_w1_200_opt,181,220,73,0.5709090909090909,0.33181818181818185,200
uniform_w1_200_opt,182,216,57,0.5231481481481481,0.2638888888888889,200
uniform_w1_200_opt,183,223,59,0.525560538116592,0.2645739910313901,200
uniform_w1_200_opt,184,225,86,0.6044444444444445,0.38222222222222224,200
uniform_w1_200_opt,185,195,51,0.522051282051282,0.26153846153846155,200
uniform_w1_200_opt,186,201,50,0.500497512437811,0.24875621890547264,200
uniform_w1_200_opt,187,194,64,0.5484536082474227,0.32989690721649484,200
uniform_w1_200_opt,188,201,79,0.6029850746268657,0.39303482587064675,200
uniform_w1_200_opt,189,191,57,0.5424083769633509,0.29842931937172773,200
uniform_w1_200_opt,190,191,61,0.5570680628272252,0.3193717277486911,200
uniform_w1_200_opt,191,178,55,0.5595505617977529,0.3089887640449438,200
uniform_w1_200_opt,192,222,83,0.5873873873873874,0.3738738738738739,200
uniform_w1_200_opt,193,222,48,0.4747747747747748,0.21621621621621623,200
uniform_w1_200_opt,194,201,53,0.5213930348258706,0.263681592039801,200
uniform_w1_200_opt,195,215,72,0.5618604651162791,0.33488372093023255,200
uniform_w1_200_opt,196,197,51,0.5116751269035533,0.25888324873096447,200
uniform_w1_200_opt,197,196,62,0.5571428571428572,0.3163265306122449,200
uniform_w1_200_opt,198,214,50,0.47476635514018695,0.2336448598130841,200
uniform_w1_200_opt,199,240,75,0.5116666666666666,0.3125,200
uniform_w1_200_sweep,0,197,23,0.2629441624365482,0.116751269035533,200
uniform_w1_200_sweep,1,207,50,0.3555555555555555,0.24154589371980675,200
uniform_w1_200_sweep,2,183,51,0.38579234972677595,0.2786885245901639,200
uniform_w1_200_sweep,3,204,30,0.27941176470588236,0.14705882352941177,200
uniform_w1_200_sweep,4,217,40,0.2838709677419355,0.18433179723502305,200
uniform_w1_200_sweep,5,220,54,0.3472727272727273,0.24545454545454545,200
uniform_w1_200_sweep,6,190,56,0.4147368421052631,0.29473684210526313,200
uniform_w1_200_sweep,7,208,27,0.28076923076923077,0.12980769230769232,200
uniform_w1_200_sweep,8,212,43,0.3084905660377359,0.2028301886792453,200
uniform_w1_200_sweep,9,223,47,0.33542600896860986,0.21076233183856502,200
uniform_w1_200_sweep,10,189,25,0.2476190476190476,0.13227513227513227,200
uniform_w1_200_sweep,11,215,43,0.28837209302325584,0.2,200
uniform_w1_200_sweep,12,192,38,0.31354166666666666,0.19791666666666666,200
uniform_w1_200_sweep,13,213,42,0.3258215962441315,0.19718309859154928,200
uniform_w1_200_sweep,14,180,46,0.3577777777777778,0.25555555555555554,200
uniform_w1_200_sweep,15,227,46,0.30837004405286345,0.2026431718061674,200
uniform_w1_200_sweep,16,196,49,0.34591836734693876,0.25,200
uniform_w1_200_sweep,17,221,37,0.2416289592760181,0.167420814479638,200
uniform_w1_200_sweep,18,184,39,0.3228260869565217,0.21195652173913043,200
uniform_w1_200_sweep,19,207,38,0.2821256038647343,0.18357487922705315,200
uniform_w1_200_sweep,20,225,56,0.3413333333333333,0.24888888888888888,200
uniform_w1_200_sweep,21,210,52,0.35714285714285715,0.24761904761904763,200
uniform_w1_200_sweep,22,216,34,0.2796296296296296,0.1574074074074074,200
uniform_w1_200_sweep,23,207,35,0.27439613526570045,0.16908212560386474,200
uniform_w1_200_sweep,24,220,36,0.26636363636363636,0.16363636363636364,200
uniform_w1_200_sweep,25,219,49,0.32237442922374426,0.2237442922374429,200
uniform_w1_200_sweep,26,222,53,0.36756756756756753,0.23873873873873874,200
uniform_w1_200_sweep,27,227,50,0.3656387665198238,0.22026431718061673,200
uniform_w1_200_sweep,28,214,44,0.29906542056074764,0.205607476635514,200
uniform_w1_200_sweep,29,203,36,0.3024630541871921,0.17733990147783252,200
uniform_w1_200_sweep,30,205,49,0.36878048780487804,0.23902439024390243,200
uniform_w1_200_sweep,31,213,44,0.29953051643192485,0.20657276995305165,200
uniform_w1_200_sweep,32,197,43,0.31573604060913707,0.2182741116751269,200
uniform_w1_200_sweep,33,214,47,0.34018691588785044,0.21962616822429906,200
uniform_w1_200_sweep,34,196,40,0.3438775510204082,0.20408163265306123,200
uniform_w1_200_sweep,35,201,42,0.3024875621890547,0.208955223880597,200
uniform_w1_200_sweep,36,200,48,0.33899999999999997,0.24,200
uniform_w1_200_sweep,37,198,36,0.3242424242424243,0.18181818181818182,200
uniform_w1_200_sweep,38,233,47,0.30214592274678115,0.2017167381974249,200
uniform_w1_200_sweep,39,193,45,0.3854922279792746,0.23316062176165803,200
uniform_w1_200_sweep,40,204,53,0.37549019607843137,0.25980392156862747,200
uniform_w1_200_sweep,41,211,49,0.3478672985781991,0.23222748815165878,200
